loss,auc_judd,auc_PR,nss,similarity,similarity_opposite,cosine_similarity,correlation_coefficient,kl_divergence,mae,mse,val_loss,val_auc_judd,val_auc_PR,val_nss,val_similarity,val_similarity_opposite,val_cosine_similarity,val_correlation_coefficient,val_kl_divergence,val_mae,val_mse,lr
-2.9261815547943115,0.6612380146980286,0.7304081916809082,0.5535627603530884,0.43118637800216675,0.876117467880249,0.5516192317008972,0.3872948884963989,0.06013995036482811,0.35764575004577637,0.16760693490505219,-3.209505558013916,0.7454061508178711,0.7973103523254395,0.6975426077842712,0.45552659034729004,0.9245007038116455,0.6024671196937561,0.5159200429916382,0.05483200028538704,0.2673022747039795,0.09044172614812851,0.001
-3.3978183269500732,0.7489718198776245,0.8035283088684082,0.7042185664176941,0.4973489046096802,0.8386160731315613,0.6485955119132996,0.522513210773468,0.04839629307389259,0.30266427993774414,0.1511479914188385,-3.6182281970977783,0.800787627696991,0.8343351483345032,0.7345174551010132,0.5225789546966553,0.910448431968689,0.6936447024345398,0.55926513671875,0.04210923612117767,0.16155700385570526,0.053276803344488144,0.001
-3.697561025619507,0.7845847606658936,0.8259191513061523,0.7420557737350464,0.5403682589530945,0.9193584322929382,0.6924838423728943,0.5635145306587219,0.04167331010103226,0.13680656254291534,0.04402013495564461,-3.717888355255127,0.7994564175605774,0.8363286852836609,0.7477060556411743,0.5361945629119873,0.9335576295852661,0.708124577999115,0.5781528949737549,0.038898199796676636,0.11519017815589905,0.03145291283726692,0.001
-3.755125045776367,0.7926837801933289,0.8325279951095581,0.752727746963501,0.5480750203132629,0.9357211589813232,0.7003658413887024,0.5760002136230469,0.04079168289899826,0.11139188706874847,0.03288237005472183,-3.803711175918579,0.785759449005127,0.8388173580169678,0.758650541305542,0.5557570457458496,0.9619553089141846,0.7083592414855957,0.5874172449111938,0.046012602746486664,0.06441278755664825,0.014086107723414898,0.001
-3.8682749271392822,0.8154723644256592,0.8513175249099731,0.7717680931091309,0.5637872219085693,0.9533038139343262,0.7192299962043762,0.6024653315544128,0.03846518695354462,0.08088386058807373,0.01898958347737789,-3.8359103202819824,0.8039923310279846,0.8465462923049927,0.7667618989944458,0.5601021647453308,0.9623709917068481,0.7125565409660339,0.5965350866317749,0.04409925267100334,0.06523682177066803,0.014091615565121174,0.001
-3.954526662826538,0.8251025676727295,0.8641834259033203,0.7858383655548096,0.5772309303283691,0.9588424563407898,0.7321963310241699,0.6222324371337891,0.03679531440138817,0.07246539741754532,0.015934552997350693,-3.8934714794158936,0.8307928442955017,0.8609039783477783,0.7774452567100525,0.566140353679657,0.9512372016906738,0.7261996865272522,0.6114351749420166,0.03649357333779335,0.0863317921757698,0.018915949389338493,0.001
-3.9648890495300293,0.8227078318595886,0.8605467081069946,0.7872193455696106,0.5793969631195068,0.9570693969726562,0.7332388758659363,0.6246026754379272,0.036789361387491226,0.07420941442251205,0.016390513628721237,-3.9147253036499023,0.8260765671730042,0.8633517622947693,0.7807735204696655,0.5691041350364685,0.9630800485610962,0.7278647422790527,0.6149445176124573,0.03688095510005951,0.06690512597560883,0.013310023583471775,0.001
-3.988694190979004,0.8267232775688171,0.8689702153205872,0.791127622127533,0.5820148587226868,0.9625346064567566,0.7375238537788391,0.6305028200149536,0.03559502214193344,0.0674980878829956,0.013927273452281952,-3.9566762447357178,0.8313077092170715,0.8655940294265747,0.7919764518737793,0.5744341015815735,0.9552860856056213,0.7390254735946655,0.6323415040969849,0.03594670817255974,0.07828547805547714,0.017163481563329697,0.001
-4.042566776275635,0.823879599571228,0.8675339221954346,0.8026342391967773,0.5897440314292908,0.9624133110046387,0.7479464411735535,0.6468366980552673,0.03481939435005188,0.061311155557632446,0.013651754707098007,-3.934601306915283,0.8256046175956726,0.8587661385536194,0.7882254123687744,0.5695076584815979,0.963499903678894,0.7346466779708862,0.6262164115905762,0.03499533236026764,0.06514152139425278,0.01374878827482462,0.001
-4.066661834716797,0.8298879861831665,0.868718147277832,0.8046461939811707,0.5939288139343262,0.9596041440963745,0.7519658803939819,0.6519269347190857,0.03397321328520775,0.06745074689388275,0.015428593382239342,-3.9491233825683594,0.8145454525947571,0.8583828210830688,0.7853800058364868,0.5757338404655457,0.9636631011962891,0.7319365739822388,0.6235311627388,0.037845414131879807,0.06289328634738922,0.013269396498799324,0.001
-4.123337745666504,0.8296703100204468,0.8755719661712646,0.8126367330551147,0.603140115737915,0.9645643830299377,0.7593713402748108,0.6632914543151855,0.032840460538864136,0.059315282851457596,0.012567074969410896,-3.928657054901123,0.7902448177337646,0.8501460552215576,0.7914423942565918,0.5707302093505859,0.9588038921356201,0.7304333448410034,0.6293516159057617,0.03831765428185463,0.06121213734149933,0.015883123502135277,0.0005
