loss,auc_judd,auc_PR,nss,similarity,similarity_opposite,cosine_similarity,correlation_coefficient,kl_divergence,mae,mse,val_loss,val_auc_judd,val_auc_PR,val_nss,val_similarity,val_similarity_opposite,val_cosine_similarity,val_correlation_coefficient,val_kl_divergence,val_mae,val_mse,lr
-2.7400832176208496,0.6383408904075623,0.712245523929596,0.4564727246761322,0.408943772315979,0.9026623368263245,0.5128394961357117,0.31140291690826416,0.06484106928110123,0.5049945116043091,0.27768436074256897,-3.0740952491760254,0.7590142488479614,0.8064440488815308,0.7085772156715393,0.4377305209636688,0.8599995374679565,0.5690268874168396,0.5279256701469421,0.058480434119701385,0.5051122903823853,0.2790225148200989,0.001
-3.2190306186676025,0.7205538749694824,0.7894792556762695,0.7038864493370056,0.46841540932655334,0.8284419178962708,0.6055881977081299,0.5158370137214661,0.05416509136557579,0.42891231179237366,0.24083580076694489,-3.5737407207489014,0.7725278735160828,0.8202595114707947,0.7252379655838013,0.5258730053901672,0.8821468949317932,0.6818992495536804,0.5470930337905884,0.05379011109471321,0.16779020428657532,0.07313481718301773,0.001
-3.605210781097412,0.7741327285766602,0.8170332908630371,0.7332501411437988,0.5309594869613647,0.8702143430709839,0.6803168058395386,0.5476605892181396,0.045596830546855927,0.1964617520570755,0.09211516380310059,-3.7078866958618164,0.811103343963623,0.8450782299041748,0.7402923703193665,0.5414097309112549,0.9296122789382935,0.6952283382415771,0.5623687505722046,0.04202202335000038,0.1130940318107605,0.03423425927758217,0.001
-3.8019587993621826,0.8019051551818848,0.8421807289123535,0.7567546367645264,0.5568873286247253,0.9542883634567261,0.7031452655792236,0.5783679485321045,0.04212632030248642,0.07993324100971222,0.018377745524048805,-3.842646598815918,0.8200036883354187,0.8567396402359009,0.7690805792808533,0.5591894388198853,0.9460035562515259,0.7197387218475342,0.6003836393356323,0.039656735956668854,0.09034561365842819,0.02108711563050747,0.001
-3.8895959854125977,0.8198085427284241,0.8588816523551941,0.7750092148780823,0.5676632523536682,0.9542610049247742,0.7232255935668945,0.6072877645492554,0.03940470516681671,0.0797392800450325,0.017790483310818672,-3.903651714324951,0.821262776851654,0.8600349426269531,0.7802542448043823,0.5679003000259399,0.9607142806053162,0.7256124019622803,0.6121490001678467,0.03752844035625458,0.0620863102376461,0.014354832470417023,0.001
-3.92282772064209,0.807941198348999,0.8510119915008545,0.7781369686126709,0.5732531547546387,0.9586564302444458,0.7261905074119568,0.6122878789901733,0.03819076344370842,0.0705757811665535,0.016038617119193077,-3.902862548828125,0.8323076367378235,0.8632940053939819,0.7819013595581055,0.5663856267929077,0.9409812688827515,0.7331055998802185,0.6210005879402161,0.03612585365772247,0.09855830669403076,0.025897778570652008,0.001
-3.954690456390381,0.8209213614463806,0.8617043495178223,0.7846793532371521,0.5778399109840393,0.9598444700241089,0.7302666306495667,0.6201357841491699,0.03654811158776283,0.07031530886888504,0.015287523157894611,-3.9301018714904785,0.8270896673202515,0.8609223365783691,0.7823286056518555,0.5727695226669312,0.9592910408973694,0.7288118600845337,0.6184350252151489,0.03711671382188797,0.07289983332157135,0.015830889344215393,0.001
-3.930354356765747,0.8153868913650513,0.8573645353317261,0.7872862815856934,0.572613000869751,0.9527276158332825,0.7293405532836914,0.6229591965675354,0.037051741033792496,0.08568256348371506,0.01973741129040718,-3.880016326904297,0.8151299953460693,0.8591704368591309,0.7804558277130127,0.5688887238502502,0.9230650067329407,0.725530743598938,0.6158452033996582,0.042819228023290634,0.11178382486104965,0.037306636571884155,0.001
-3.935145616531372,0.8188590407371521,0.8561150431632996,0.7849351763725281,0.5747909545898438,0.9504202604293823,0.7302584648132324,0.6207321286201477,0.03804351016879082,0.08172484487295151,0.020616799592971802,-3.9446959495544434,0.8155245184898376,0.8573328256607056,0.7839140295982361,0.5740045309066772,0.9633923768997192,0.7332344651222229,0.6235725283622742,0.03700876981019974,0.06376272439956665,0.013250637799501419,0.001
-4.03435754776001,0.8203843235969543,0.8624045848846436,0.7993801832199097,0.5893082022666931,0.9622381925582886,0.7453050017356873,0.6421601176261902,0.03511235862970352,0.06368458271026611,0.013878598809242249,-3.9423434734344482,0.8261127471923828,0.8629813194274902,0.787726104259491,0.5733293294906616,0.9601220488548279,0.7345964908599854,0.6266950368881226,0.03795517235994339,0.07114516198635101,0.014720459468662739,0.001
-4.038708686828613,0.8309879302978516,0.8723432421684265,0.7996345162391663,0.5895494818687439,0.9632056951522827,0.7459703087806702,0.6429440975189209,0.034221380949020386,0.06670317053794861,0.013644743710756302,-3.973607063293457,0.8341293931007385,0.8662056922912598,0.7910338640213013,0.5790170431137085,0.9522997736930847,0.7387505173683167,0.6318035125732422,0.035510674118995667,0.0819389596581459,0.018467888236045837,0.001
-4.051926136016846,0.8225599527359009,0.8631458282470703,0.8051763772964478,0.5909470915794373,0.9596723914146423,0.7504705786705017,0.6504542231559753,0.03434531018137932,0.06809793412685394,0.014810006134212017,-3.9613702297210693,0.825038731098175,0.8646737337112427,0.7879464626312256,0.5772201418876648,0.9634487628936768,0.7322033643722534,0.6275030374526978,0.03608807176351547,0.0640885978937149,0.013964548707008362,0.001
